condition,layer,token_slot,mean_logprob,std_logprob,mean_prob,std_prob,count
caption,8,user,-12.109852895736694,1.1812758674234307,1.1157395834121205e-05,1.6323979576401876e-05,100
caption,8,user_text,-11.936347150802613,1.1923042948574367,1.3301584536420608e-05,1.8941716158049252e-05,100
caption,8,vision,-11.017416696548462,1.1534259143853982,2.8748807963412548e-05,2.907394228404219e-05,100
caption,8,vision_half1,-11.164213247299195,1.162123589902994,2.472277332434199e-05,2.4278217966700763e-05,100
caption,8,vision_half2,-11.232724313735963,1.1660794864927506,2.3240591019670864e-05,2.3167490982531064e-05,100
caption,9,A_content,-11.059848976135253,1.2108823918865834,2.9690526883289228e-05,3.258112226058727e-05,100
caption,9,B_content,-10.907284517288208,1.2491040009379926,3.5536367527887566e-05,4.015131245161899e-05,100
caption,9,none,-10.877949419021606,1.228210215470669,3.5251660010398404e-05,3.724694854967601e-05,100
caption,9,user,-12.157326993942261,1.2764449036084895,1.1472121764504385e-05,1.720762348382426e-05,100
caption,9,user_text,-11.851064796447753,1.262685769074928,1.5299093504395155e-05,2.199596784842314e-05,100
caption,9,vision,-10.640578031539917,1.2004472144721068,4.395780166956479e-05,4.8131854633448236e-05,100
caption,9,vision_half1,-10.815486268997192,1.2221970922393532,3.7200189968208125e-05,3.8947343847510616e-05,100
caption,9,vision_half2,-10.88356954574585,1.2366258406735322,3.529598841978472e-05,3.7693067457393377e-05,100
caption,10,A_content,-11.31765588760376,1.3206697176589886,2.6395677159564896e-05,3.546956293500998e-05,100
caption,10,B_content,-11.143717060089111,1.3142776612401297,3.087356086729452e-05,4.2715532246901256e-05,100
caption,10,none,-11.148922872543334,1.3106735535582468,3.0061187357300632e-05,3.750145693969731e-05,100
caption,10,user,-12.253618268966674,1.324101337302646,1.1435622050034605e-05,1.9658686182182378e-05,100
caption,10,user_text,-12.183418388366698,1.4019377241682138,1.3070715410415835e-05,2.1889879487989526e-05,100
caption,10,vision,-10.87569193840027,1.2397729934660595,3.68295336708197e-05,4.419199819277926e-05,100
